date,cash,market_value,gross_exposure,net_exposure,equity,daily_return,drawdown,fold_id
2020-12-10,66398.31828644377,233612.47225636244,233612.47225636244,233612.47225636244,300010.7905428062,0.01074271278366079,0.0,0
2020-12-11,66398.31828644377,237478.6322863698,237478.6322863698,237478.6322863698,303876.95057281357,0.012886736583748837,0.0,0
2020-12-14,66398.31828644377,237795.96435892582,237795.96435892582,237795.96435892582,304194.2826453696,0.0010442781920703137,0.0,0
2020-12-15,66398.31828644377,241499.13937407732,241499.13937407732,241499.13937407732,307897.4576605211,0.01217371668838596,0.0,0
2020-12-16,66398.31828644377,243188.70979118347,243188.70979118347,243188.70979118347,309587.02807762724,0.005487445170687444,0.0,0
2020-12-17,66398.31828644377,246811.89087855816,246811.89087855816,246811.89087855816,313210.2091650019,0.011703271645045144,0.0,0
2020-12-18,66398.31828644377,254802.43433380127,254802.43433380127,254802.43433380127,321200.75262024504,0.025511759263995293,0.0,0
2020-12-21,66398.31828644377,258079.26296061277,258079.26296061277,258079.26296061277,324477.58124705654,0.01020180868220355,0.0,0
2020-12-22,66398.31828644377,266679.9948826432,266679.9948826432,266679.9948826432,333078.313169087,0.026506398035190726,0.0,0
2020-12-23,66398.31828644377,275125.61038827896,275125.61038827896,275125.61038827896,341523.92867472273,0.025356245578643577,0.0,0
2020-12-24,66398.31828644377,279907.66125941277,279907.66125941277,279907.66125941277,346305.97954585653,0.014002096104043016,0.0,0
2020-12-25,66398.31828644377,270828.2190822959,270828.2190822959,270828.2190822959,337226.53736873966,-0.026217976914587493,0.02621797691458748,0
2020-12-28,66398.31828644377,271545.6055480242,271545.6055480242,271545.6055480242,337943.92383446795,0.002127313204132175,0.024146437558931366,0
2020-12-29,66398.31828644377,272831.30207031965,272831.30207031965,272831.30207031965,339229.6203567634,0.003804467047986426,0.020433834836964135,0
2020-12-30,66398.31828644377,269549.0901647806,269549.0901647806,269549.0901647806,335947.4084512244,-0.009675487364833257,0.029911614891017225,0
2020-12-31,66398.31828644377,266236.89690840244,266236.89690840244,266236.89690840244,332635.2151948462,-0.009859261220820148,0.03947596968709023,0
2021-01-04,66398.31828644377,270703.5803279877,270703.5803279877,270703.5803279877,337101.89861443144,0.013428173613454497,0.026577886248153347,0
2021-01-05,66398.31828644377,267507.70324504375,267507.70324504375,267507.70324504375,333906.0215314875,-0.009480448185191892,0.035806364159897665,0
2021-01-06,66398.31828644377,278912.3294682503,278912.3294682503,278912.3294682503,345310.64775469404,0.03415519783350485,0.002874139777972539,0
2021-01-07,66398.31828644377,289622.22866499424,289622.22866499424,289622.22866499424,356020.546951438,0.031015259061319744,0.0,0
2021-01-08,66398.31828644377,292953.97276449203,292953.97276449203,292953.97276449203,359352.2910509358,0.009358291615546133,0.0,0
2021-01-11,66398.31828644377,289812.6675956249,289812.6675956249,289812.6675956249,356210.9858820687,-0.008741575459781492,0.008741575459781476,0
2021-01-12,66398.31828644377,293418.56905663013,293418.56905663013,293418.56905663013,359816.8873430739,0.010122937258872255,0.0,0
2021-01-13,66398.31828644377,301613.1254786253,301613.1254786253,301613.1254786253,368011.44376506907,0.02277424076036194,0.0,0
2021-01-14,66398.31828644377,293143.2525808811,293143.2525808811,293143.2525808811,359541.5708673249,-0.02301524325192228,0.023015243251922272,0
2021-01-15,66398.31828644377,293911.2649348974,293911.2649348974,293911.2649348974,360309.5832213412,0.002136087774672779,0.020928318056991142,0
2021-01-18,66398.31828644377,301955.71013754606,301955.71013754606,301955.71013754606,368354.02842398983,0.02232648138505633,0.0,0
2021-01-19,66398.31828644377,301731.0705536604,301731.0705536604,301731.0705536604,368129.38884010416,-0.0006098469585001931,0.0006098469585002089,0
2021-01-20,66398.31828644377,307120.97623991966,307120.97623991966,307120.97623991966,373519.29452636343,0.014641334948132467,0.0,0
2021-01-21,66398.31828644377,305820.41719019413,305820.41719019413,305820.41719019413,372218.7354766379,-0.0034819059384193496,0.0034819059384193006,0
2021-01-22,66398.31828644377,303193.8128479719,303193.8128479719,303193.8128479719,369592.1311344157,-0.007056615081072581,0.01051395054953597,0
2021-01-25,66398.31828644377,306701.4372359514,306701.4372359514,306701.4372359514,373099.7555223952,0.009490527780484204,0.0011232057088248417,0
2021-01-26,66398.31828644377,303394.4000006318,303394.4000006318,303394.4000006318,369792.7182870756,-0.008863681056797468,0.009976931028458095,0
2021-01-27,66398.31828644377,280768.8411861658,280768.8411861658,280768.8411861658,347167.1594726096,-0.06118443575436072,0.07055093388728247,0
2021-01-28,66398.31828644377,290147.57986420393,290147.57986420393,290147.57986420393,356545.8981506477,0.027015051459030825,0.04544181953769923,0
2021-01-29,66398.31828644377,286721.5564174056,286721.5564174056,286721.5564174056,353119.8747038494,-0.009608926829809628,0.054614099248557674,0
2021-02-01,66398.31828644377,288977.42869889736,288977.42869889736,288977.42869889736,355375.74698534113,0.006388403607652249,0.04857459254957366,0
2021-02-02,66398.31828644377,297094.39713841677,297094.39713841677,297094.39713841677,363492.71542486054,0.022840524454400102,0.026843537264164562,0
2021-02-03,66398.31828644377,297785.52538472414,297785.52538472414,297785.52538472414,364183.8436711679,0.0019013537740353303,0.024993222551015007,0
2021-02-04,66398.31828644377,304857.5865262151,304857.5865262151,304857.5865262151,371255.90481265885,0.019418931576427934,0.00605963265317967,0
2021-02-05,177961.47302109166,191369.8090711236,191369.8090711236,191369.8090711236,369331.28209221526,-0.005184086489923412,0.011212305483331804,0
2021-02-08,77435.48472472143,297134.2956831455,297134.2956831455,297134.2956831455,374569.7804078669,0.014183738474510488,0.0,0
2021-02-09,77435.48472472143,297919.3501474261,297919.3501474261,297919.3501474261,375354.83487214753,0.0020958830779829185,0.0,0
2021-02-10,77435.48472472143,299538.8001154661,299538.8001154661,299538.8001154661,376974.2848401875,0.004314450801177427,0.0,0
2021-02-11,77435.48472472143,297774.432367146,297774.432367146,297774.432367146,375209.9170918674,-0.0046803397984244155,0.004680339798424392,0
2021-02-12,77435.48472472143,295603.75327694416,295603.75327694416,295603.75327694416,373039.23800166557,-0.005785239119013963,0.010438502032546227,0
2021-02-15,77435.48472472143,301929.23331326246,301929.23331326246,301929.23331326246,379364.71803798387,0.0169566077558041,0.0,0
2021-02-16,77435.48472472143,304898.70175921917,304898.70175921917,304898.70175921917,382334.1864839406,0.007827476580622328,0.0,0
2021-02-17,77435.48472472143,305987.9691362381,305987.9691362381,305987.9691362381,383423.4538609595,0.0028489928850887747,0.0,0
2021-02-18,77435.48472472143,302386.24247062206,302386.24247062206,302386.24247062206,379821.72719534347,-0.009393600285396486,0.009393600285396538,0
2021-02-19,77435.48472472143,306596.664634943,306596.664634943,306596.664634943,384032.1493596644,0.011085258853966273,0.0,0
2021-02-22,77435.48472472143,308317.06383514404,308317.06383514404,308317.06383514404,385752.54855986545,0.004479831188794137,0.0,0
2021-02-23,77435.48472472143,293924.5655579567,293924.5655579567,293924.5655579567,371360.0502826781,-0.037310183253277396,0.03731018325327735,0
2021-02-24,77435.48472472143,284118.82931417227,284118.82931417227,284118.82931417227,361554.3140388937,-0.02640493029963864,0.06272994076464648,0
2021-02-25,77435.48472472143,285678.3009402752,285678.3009402752,285678.3009402752,363113.7856649966,0.004313243033065239,0.05868726721154899,0
2021-02-26,77435.48472472143,283322.8204804659,283322.8204804659,283322.8204804659,360758.3052051873,-0.006486893510516345,0.06479346266924084,0
2021-03-01,77435.48472472143,301779.65115857124,301779.65115857124,301779.65115857124,379215.13588329265,0.0511612079661139,0.016947166521592665,0
2021-03-02,77435.48472472143,294402.8906952739,294402.8906952739,294402.8906952739,371838.3754199953,-0.019452705773768564,0.036070204051317646,0
2021-03-03,77435.48472472143,291600.7424541712,291600.7424541712,291600.7424541712,369036.2271788926,-0.007535930733178486,0.043334312225233776,0
2021-03-04,77435.48472472143,290985.69084227085,290985.69084227085,290985.69084227085,368421.17556699226,-0.001666642910919891,0.04492873231188391,0
2021-03-05,77435.48472472143,291662.02610731125,291662.02610731125,291662.02610731125,369097.51083203265,0.001835766535404737,0.04317544443973538,0
2021-03-08,77435.48472472143,289830.565633595,289830.565633595,289830.565633595,367266.0503583164,-0.004961996274609692,0.047923204319880494,0
2021-03-09,77435.48472472143,292037.33713942766,292037.33713942766,292037.33713942766,369472.82186414907,0.006008645513734923,0.042202512352785944,0
2021-03-10,77435.48472472143,296550.82628172636,296550.82628172636,296550.82628172636,373986.31100644777,0.01221602476611472,0.03050203452276522,0
2021-03-11,77435.48472472143,293040.5614492893,293040.5614492893,293040.5614492893,370476.0461740107,-0.009386078391453556,0.03960181842708925,0
2021-03-12,77435.48472472143,295327.5919549465,295327.5919549465,295327.5919549465,372763.0766796679,0.006173220993032746,0.03367306821093282,0
2021-03-15,77435.48472472143,298666.7753098011,298666.7753098011,298666.7753098011,376102.2600345225,0.008957924117908522,0.02501678488287499,0
2021-03-16,77435.48472472143,298320.8651148081,298320.8651148081,298320.8651148081,375756.3498395295,-0.0009197237872521358,0.025913500137989723,0
2021-03-17,77435.48472472143,291529.6820784211,291529.6820784211,291529.6820784211,368965.1668031425,-0.018073368658406475,0.04351852455517263,0
2021-03-18,77435.48472472143,289108.9722573161,289108.9722573161,289108.9722573161,366544.4569820375,-0.006560808550245989,0.049793816397422974,0
2021-03-19,77435.48472472143,284166.7982259989,284166.7982259989,284166.7982259989,361602.2829507203,-0.013483150371468966,0.06260558925483613,0
2021-03-22,77435.48472472143,256094.11387622356,256094.11387622356,256094.11387622356,333529.59860094497,-0.07763414578220762,0.13537940359405282,0
2021-03-23,77435.48472472143,261906.80514383316,261906.80514383316,261906.80514383316,339342.28986855457,0.01742781238004687,0.12031095805996578,0
2021-03-24,77435.48472472143,275089.40657156706,275089.40657156706,275089.40657156706,352524.89129628846,0.03884750536940218,0.08613723327979605,0
2021-03-25,77435.48472472143,269759.1407966614,269759.1407966614,269759.1407966614,347194.6255213828,-0.01512025365160874,0.09995507011536649,0
2021-03-26,77435.48472472143,266904.73104959726,266904.73104959726,266904.73104959726,344340.21577431867,-0.008221353492375183,0.10735465764296809,0
2021-03-29,77435.48472472143,264818.30768328905,264818.30768328905,264818.30768328905,342253.79240801046,-0.006059191667800001,0.11276336686367831,0
2021-03-30,77435.48472472143,269311.50249552727,269311.50249552727,269311.50249552727,346746.9872202487,0.01312825427185249,0.10111549874456228,0
2021-03-31,77435.48472472143,269176.8775230646,269176.8775230646,269176.8775230646,346612.362247786,-0.00038825131125697077,0.10146449183084325,0
2021-04-01,77435.48472472143,273099.43447476625,273099.43447476625,273099.43447476625,350534.91919948766,0.011316840883180967,0.09129590845700483,0
2021-04-02,77435.48472472143,272034.28580868244,272034.28580868244,272034.28580868244,349469.77053340385,-0.0030386378296242134,0.09405713108550164,0
2021-04-05,77435.48472472143,272041.9270245433,272041.9270245433,272041.9270245433,349477.4117492647,2.1865169766099868e-05,0.0940373224908744,0
2021-04-06,77435.48472472143,269591.49720311165,269591.49720311165,269591.49720311165,347026.98192783305,-0.007011697291582686,0.10038965854304012,0
2021-04-07,77435.48472472143,266631.99325084686,266631.99325084686,266631.99325084686,344067.47797556827,-0.008528166702842288,0.10806168550258591,0
2021-04-08,77435.48472472143,270419.88375753164,270419.88375753164,270419.88375753164,347855.36848225305,0.011009150091639164,0.09824220272580023,0
2021-04-09,77435.48472472143,266354.85304129124,266354.85304129124,266354.85304129124,343790.33776601264,-0.011685979532173874,0.10878012588772472,0
2021-04-12,77435.48472472143,257816.5596293807,257816.5596293807,257816.5596293807,335252.0443541021,-0.02483575736128396,0.1309142464367312,0
2021-04-13,77435.48472472143,257581.46367424726,257581.46367424726,257581.46367424726,335016.94839896867,-0.0007012513692090661,0.13152369401137748,0
2021-04-14,77435.48472472143,262898.80886262655,262898.80886262655,262898.80886262655,340334.29358734796,0.015871869210768663,0.1177393516700745,0
2021-04-15,77435.48472472143,258867.23553425074,258867.23553425074,258867.23553425074,336302.72025897214,-0.011845921508174762,0.12819054205994215,0
2021-04-16,77435.48472472143,257345.26356202364,257345.26356202364,257345.26356202364,334780.74828674505,-0.004525601134165891,0.13213600393157227,0
2021-04-19,77435.48472472143,246988.7111862898,246988.7111862898,246988.7111862898,324424.1959110112,-0.030935328356645253,0.15898366161885935,0
2021-04-20,77435.48472472143,239947.93721926212,239947.93721926212,239947.93721926212,317383.4219439835,-0.02170237009374887,0.17723570944929642,0
2021-04-21,77435.48472472143,230571.59173703194,230571.59173703194,230571.59173703194,308007.07646175334,-0.029542644114175176,0.20154234207488764,0
2021-04-22,77435.48472472143,232877.9178994298,232877.9178994298,232877.9178994298,310313.4026241512,0.007487899917404173,0.19556357104405947,0
2021-04-26,77435.48472472143,239986.96836709976,239986.96836709976,239986.96836709976,317422.45309182117,0.022909260146524835,0.17713452762176643,0
2021-04-27,77435.48472472143,241720.49283134937,241720.49283134937,241720.49283134937,319155.9775560708,0.005461253441161329,0.17264065072912788,0
2021-04-28,77435.48472472143,236809.482514143,236809.482514143,236809.482514143,314244.9672388644,-0.015387492832853455,0.18537163678622773,0
2021-04-29,77435.48472472143,246142.21486485004,246142.21486485004,246142.21486485004,323577.69958957145,0.02969890793386365,0.16117806402682783,0
2021-04-30,77435.48472472143,244819.39074248075,244819.39074248075,244819.39074248075,322254.87546720216,-0.0040881189403570994,0.1646072678708667,0
2021-05-03,77435.48472472143,254648.43079018593,254648.43079018593,254648.43079018593,332083.91551490733,0.030500826507140033,0.13912709908287024,0
2021-05-04,77435.48472472143,254724.3406636715,254724.3406636715,254724.3406636715,332159.8253883929,0.00022858642029643939,0.1389303152281194,0
2021-05-05,77435.48472472143,255254.2375254035,255254.2375254035,255254.2375254035,332689.7222501249,0.001595306901165383,0.1375566448176185,0
2021-05-06,165227.4733895601,167328.0882834792,167328.0882834792,167328.0882834792,332555.56167303934,-0.00040326035976756547,0.13790443403530853,0
2021-05-07,59377.80246994974,273325.48500180244,273325.48500180244,273325.48500180244,332703.2874717522,0.0004442138870559553,0.13752147921293761,0
2021-05-10,59377.80246994974,277858.030087173,277858.030087173,277858.030087173,337235.83255712275,0.013623385328752846,0.1257716019864826,0
2021-05-11,59377.80246994974,273835.8002189994,273835.8002189994,273835.8002189994,333213.60268894915,-0.011927053651667574,0.13619857099340127,0
2021-05-12,59377.80246994974,272806.0009508729,272806.0009508729,272806.0009508729,332183.80342082266,-0.003090507889882854,0.13886815612503822,0
2021-05-17,59377.80246994974,275760.6661813855,275760.6661813855,275760.6661813855,335138.4686513353,0.008894669758385376,0.13120867275534098,0
2021-05-18,59377.80246994974,275807.19398254156,275807.19398254156,275807.19398254156,335184.9964524913,0.0001388315741348567,0.13108805708778482,0
2021-05-20,59377.80246994974,273235.8474240899,273235.8474240899,273235.8474240899,332613.64989403967,-0.007671424991172349,0.1377538498817697,0
2021-05-21,59377.80246994974,272984.24762642384,272984.24762642384,272984.24762642384,332362.0500963736,-0.0007564325689767282,0.13840608095219392,0
2021-05-24,59377.80246994974,270166.1293089986,270166.1293089986,270166.1293089986,329543.93177894835,-0.008479061663652865,0.14571158892082864,0
2021-05-25,59377.80246994974,258670.14514309168,258670.14514309168,258670.14514309168,318047.94761304144,-0.0348845269395468,0.17551303601126264,0
2021-05-26,59377.80246994974,261393.1858702302,261393.1858702302,261393.1858702302,320770.98834017996,0.008561730228335174,0.16845400104881203,0
2021-05-27,59377.80246994974,262210.9641326666,262210.9641326666,262210.9641326666,321588.76660261635,0.0025494146670432816,0.16633404548276481,0
2021-05-28,59377.80246994974,260434.51748996973,260434.51748996973,260434.51748996973,319812.3199599195,-0.005523969824766883,0.17093919105945352,0
2021-05-31,59377.80246994974,258464.85524338484,258464.85524338484,258464.85524338484,317842.6577133346,-0.006158806661456184,0.17604521629230876,0
2021-06-01,59377.80246994974,261328.2850766182,261328.2850766182,261328.2850766182,320706.08754656796,0.009008953844753975,0.16862224567572195,0
2021-06-02,59377.80246994974,260126.02103549242,260126.02103549242,260126.02103549242,319503.8235054422,-0.0037488033056161107,0.17173891734934849,0
2021-06-03,59377.80246994974,258864.37962192297,258864.37962192297,258864.37962192297,318242.18209187273,-0.003948752161170854,0.1750095150894789,0
2021-06-04,59377.80246994974,259390.21616905928,259390.21616905928,259390.21616905928,318768.01863900904,0.0016523156788326165,0.17364637037637354,0
2021-06-07,59377.80246994974,260127.15386092663,260127.15386092663,260127.15386092663,319504.9563308764,0.0023118307006257943,0.17173598068583598,0
2021-06-08,59377.80246994974,260462.74240869284,260462.74240869284,260462.74240869284,319840.5448786426,0.0010503390983978012,0.17086602260255418,0
2021-06-09,59377.80246994974,261124.32398700714,261124.32398700714,261124.32398700714,320502.1264569569,0.002068473146721761,0.16915098123527303,0
2021-06-10,59377.80246994974,261264.90015941858,261264.90015941858,261264.90015941858,320642.70262936834,0.0004386122924220359,0.16878656064249598,0
2021-06-11,59377.80246994974,260999.0555073619,260999.0555073619,260999.0555073619,320376.85797731165,-0.0008290993366656396,0.16947571915369486,0
2021-06-14,59377.80246994974,257214.95525240898,257214.95525240898,257214.95525240898,316592.75772235874,-0.011811403229445738,0.17928537632661604,0
2021-06-15,59377.80246994974,254263.10277998447,254263.10277998447,254263.10277998447,313640.90524993424,-0.009323815534065916,0.18693756808385703,0
2021-06-16,59377.80246994974,252279.3845669031,252279.3845669031,252279.3845669031,311657.1870368529,-0.006324807063991189,0.19208003109670607,0
2021-06-17,59377.80246994974,250443.88327932358,250443.88327932358,250443.88327932358,309821.68574927334,-0.0058894880783304515,0.1968382661218071,0
2021-06-18,59377.80246994974,244536.23393636942,244536.23393636942,244536.23393636942,303914.0364063192,-0.01906790135967107,0.21215287483925888,0
2021-06-21,59377.80246994974,244027.07361274958,244027.07361274958,244027.07361274958,303404.87608269934,-0.0016753432307388127,0.213472789187254,0
2021-06-22,59377.80246994974,244595.6442130208,244595.6442130208,244595.6442130208,303973.44668297056,0.0018739665875253664,0.21199886347401145,0
2021-06-23,59377.80246994974,246059.4266321063,246059.4266321063,246059.4266321063,305437.22910205607,0.004815494363269668,0.20820424844282046,0
2021-06-24,59377.80246994974,246280.73541516066,246280.73541516066,246280.73541516066,305658.5378851104,0.0007245638775108532,0.20763054184287558,0
2021-06-25,59377.80246994974,243183.0755442977,243183.0755442977,243183.0755442977,302560.87801424746,-0.010134380319607783,0.21566071528548142,0
2021-06-28,59377.80246994974,237725.54289871454,237725.54289871454,237725.54289871454,297103.3453686643,-0.018037800132660098,0.22980847053935552,0
2021-06-29,59377.80246994974,238379.16711974144,238379.16711974144,238379.16711974144,297756.9695896912,0.002199989435379246,0.2281140573113235,0
2021-06-30,59377.80246994974,236935.21384191513,236935.21384191513,236935.21384191513,296313.0163118649,-0.004849435698570104,0.23185726855702243,0
2021-07-01,59377.80246994974,241336.985776484,241336.985776484,241336.985776484,300714.7882464338,0.014855142002726307,0.22044639920307502,0
2021-07-02,59377.80246994974,242693.45495665073,242693.45495665073,242693.45495665073,302071.2574266005,0.004510816338886281,0.21692997608356265,0
2021-07-05,59377.80246994974,248711.27347755432,248711.27347755432,248711.27347755432,308089.0759475041,0.01992185079828679,0.2013297719024886,0
2021-07-06,59377.80246994974,246766.28177839518,246766.28177839518,246766.28177839518,306144.08424834494,-0.006313082322628505,0.20637184280110069,0
2021-07-07,59377.80246994974,247587.96385514736,247587.96385514736,247587.96385514736,306965.7663250971,0.0026839717604525415,0.2042417672388788,0
2021-07-08,59377.80246994974,243993.67783397436,243993.67783397436,243993.67783397436,303371.4803039241,-0.011709077739197826,0.21355936224788544,0
2021-07-09,59377.80246994974,243667.98876440525,243667.98876440525,243667.98876440525,303045.791234355,-0.0010735652185988043,0.21440365756306873,0
2021-07-12,59377.80246994974,237645.40682041645,237645.40682041645,237645.40682041645,297023.2092903662,-0.01987350465900828,0.23001621013458895,0
2021-07-13,59377.80246994974,236451.94630646706,236451.94630646706,236451.94630646706,295829.7487764168,-0.004018071573601123,0.2331100601127808,0
2021-07-14,59377.80246994974,242828.54000419378,242828.54000419378,242828.54000419378,302206.34247414354,0.02155494409910097,0.21657979032834895,0
2021-07-16,59377.80246994974,246424.01257538795,246424.01257538795,246424.01257538795,305801.8150453377,0.01189740937188244,0.20725911938367939,0
2021-07-19,59377.80246994974,245352.72520565987,245352.72520565987,245352.72520565987,304730.5276756096,-0.0035032080158492462,0.21003625559114592,0
2021-07-26,59377.80246994974,243222.21340572834,243222.21340572834,243222.21340572834,302600.0158756781,-0.006991461656902009,0.2155592568205231,0
2021-07-27,59377.80246994974,244037.6734072566,244037.6734072566,244037.6734072566,303415.47587720637,0.002694844543112307,0.21344531096437094,0
2021-07-28,59377.80246994974,246497.33191031218,246497.33191031218,246497.33191031218,305875.13438026194,0.00810656904017315,0.20706905107383167,0
2021-07-29,59377.80246994974,249214.8226468563,249214.8226468563,249214.8226468563,308592.62511680607,0.008884313993192228,0.20002440354865167,0
2021-07-30,59377.80246994974,250318.49673867226,250318.49673867226,250318.49673867226,309696.299208622,0.003576475916746924,0.19716331009395824,0
2021-08-02,59377.80246994974,253624.77511531115,253624.77511531115,253624.77511531115,313002.5775852609,0.010675873057209628,0.18859232750685087,0
2021-08-03,59377.80246994974,253271.76755785942,253271.76755785942,253271.76755785942,312649.5700278092,-0.0011278103847421894,0.18950744150614812,0
2021-08-04,59377.80246994974,253667.91941070557,253667.91941070557,253667.91941070557,313045.7218806553,0.0012670794743485647,0.1884804830211683,0
2021-08-05,59377.80246994974,255825.71113604307,255825.71113604307,255825.71113604307,315203.51360599283,0.0068928963870655835,0.1828867630745517,0
2021-08-06,59377.80246994974,257830.37639957666,257830.37639957666,257830.37639957666,317208.1788695264,0.006359907732625958,0.17768999828059862,0
2021-08-09,59377.80246994974,261647.87514907122,261647.87514907122,261647.87514907122,321025.677619021,0.012034679443321483,0.16779376100686844,0
2021-08-10,59377.80246994974,261743.6171503067,261743.6171503067,261743.6171503067,321121.41962025646,0.00029823782927773657,0.1675455656246398,0
2021-08-11,59377.80246994974,260451.8138589859,260451.8138589859,260451.8138589859,319829.61632893566,-0.0040227876821434805,0.17089435306919074,0
2021-08-12,59377.80246994974,262441.15070182085,262441.15070182085,262441.15070182085,321818.9531717706,0.006219989460853892,0.16573732468334657,0
2021-08-13,184276.75034505423,139444.46698898077,139444.46698898077,139444.46698898077,323721.21733403497,0.005910976166928927,0.16080601789259147,0
2021-08-16,75307.51961405032,252172.1252014041,252172.1252014041,252172.1252014041,327479.64481545443,0.011610074595578057,0.1510629131601643,0
2021-08-17,75307.51961405032,257548.60937827826,257548.60937827826,257548.60937827826,332856.1289923286,0.016417765995514033,0.13712526272351455,0
2021-08-18,75307.51961405032,254400.162863791,254400.162863791,254400.162863791,329707.6824778413,-0.009458881000685482,0.1452870921819106,0
2021-08-19,75307.51961405032,247681.34771841764,247681.34771841764,247681.34771841764,322988.867332468,-0.020378097030920417,0.16270451475100775,0
2021-08-20,75307.51961405032,248847.5731343627,248847.5731343627,248847.5731343627,324155.09274841304,0.0036107294519986954,0.15968126728239365,0
2021-08-23,75307.51961405032,255020.7225716114,255020.7225716114,255020.7225716114,330328.24218566174,0.019043814443600038,0.1436783932630385,0
2021-08-24,75307.51961405032,256098.22310882807,256098.22310882807,256098.22310882807,331405.7427228784,0.0032619086097127603,0.14088515044134023,0
2021-08-25,75307.51961405032,253568.8455798626,253568.8455798626,253568.8455798626,328876.36519391293,-0.007632268252757868,0.14744214543309964,0
2021-08-26,75307.51961405032,252173.04116630554,252173.04116630554,252173.04116630554,327480.5607803559,-0.0042441615186730175,0.1510605386718949,0
2021-08-27,75307.51961405032,257805.51280492544,257805.51280492544,257805.51280492544,333113.0324189758,0.01719940757765359,0.13645928286775913,0
2021-08-31,75307.51961405032,258922.08394628763,258922.08394628763,258922.08394628763,334229.603560338,0.0033519287229741845,0.13356475593454586,0
2021-09-01,75307.51961405032,258802.06756830215,258802.06756830215,258802.06756830215,334109.5871823525,-0.0003590836260672914,0.13387587864373737,0
2021-09-02,75307.51961405032,257709.45556384325,257709.45556384325,257709.45556384325,333016.9751778936,-0.0032702204497429,0.13670829545741225,0
2021-09-03,75307.51961405032,257961.25359153748,257961.25359153748,257961.25359153748,333268.7732055878,0.000756111689380834,0.13605555050826218,0
2021-09-06,75307.51961405032,255428.54223924875,255428.54223924875,255428.54223924875,330736.0618532991,-0.007599605951459254,0.14262118788834982,0
2021-09-07,75307.51961405032,254199.6350941062,254199.6350941062,254199.6350941062,329507.15470815654,-0.003715673272083775,0.14580692742456403,0
2021-09-08,75307.51961405032,247514.21957039833,247514.21957039833,247514.21957039833,322821.73918444867,-0.020289136148285203,0.16313776697096913,0
2021-09-09,75307.51961405032,252352.4072880149,252352.4072880149,252352.4072880149,327659.9269020652,0.014987180633619479,0.1505955615191088,0
2021-09-10,75307.51961405032,251618.28679168224,251618.28679168224,251618.28679168224,326925.8064057326,-0.002240495208778004,0.15249864809384006,0
2021-09-13,75307.51961405032,250736.1606182456,250736.1606182456,250736.1606182456,326043.68023229594,-0.0026982457675485128,0.15478541502961246,0
2021-09-14,75307.51961405032,247931.48929208517,247931.48929208517,247931.48929208517,323239.0089061355,-0.008602133690069347,0.1620560638863242,0
2021-09-15,75307.51961405032,246291.05910474062,246291.05910474062,246291.05910474062,321598.57871879096,-0.005074975922293223,0.1663086091863327,0
2021-09-16,75307.51961405032,245773.6351478696,245773.6351478696,245773.6351478696,321081.1547619199,-0.0016089124489678808,0.16764994564361013,0
2021-09-17,75307.51961405032,242367.686930418,242367.686930418,242367.686930418,317675.20654446835,-0.010607748748060475,0.17647930589065722,0
2021-09-20,75307.51961405032,233166.30637681484,233166.30637681484,233166.30637681484,308473.8259908652,-0.028964742491841777,0.20033237073223711,0
2021-09-21,75307.51961405032,230665.27061903477,230665.27061903477,230665.27061903477,305972.7902330851,-0.008107773000663343,0.20681589434631878,0
2021-09-22,75307.51961405032,232984.53610771894,232984.53610771894,232984.53610771894,308292.0557217693,0.007579972999943507,0.2008035802414795,0
2021-09-23,75307.51961405032,232514.62403917313,232514.62403917313,232514.62403917313,307822.14365322347,-0.0015242431967494863,0.202021749947163,0
2021-09-24,75307.51961405032,230645.0770061016,230645.0770061016,230645.0770061016,305952.59662015195,-0.006073465056424476,0.20686824296464562,0
2021-09-27,75307.51961405032,228734.39814132452,228734.39814132452,228734.39814132452,304041.91775537486,-0.006245016011906079,0.2118213634868826,0
2021-09-28,75307.51961405032,226407.47862136364,226407.47862136364,226407.47862136364,301714.998235414,-0.007653285234942686,0.21785351940820571,0
2021-09-29,75307.51961405032,227430.15741807222,227430.15741807222,227430.15741807222,302737.67703212256,0.0033895524010729705,0.215202392926925,0
2021-09-30,75307.51961405032,227985.08610862494,227985.08610862494,227985.08610862494,303292.6057226753,0.0018330347778081624,0.2137638316196195,0
2021-10-01,75307.51961405032,228301.7597591281,228301.7597591281,228301.7597591281,303609.27937317843,0.00104411925819492,0.21294290729472418,0
2021-10-04,75307.51961405032,227073.28247475624,227073.28247475624,227073.28247475624,302380.8020888066,-0.004046244195527016,0.21612753248763125,0
2021-10-05,75307.51961405032,227112.54627907276,227112.54627907276,227112.54627907276,302420.0658931231,0.00012984886621536518,0.21602574753646733,0
2021-10-06,75307.51961405032,222274.70218414068,222274.70218414068,222274.70218414068,297582.221798191,-0.01599710019454137,0.2285670622030671,0
2021-10-07,75307.51961405032,225658.3524186015,225658.3524186015,225658.3524186015,300965.87203265185,0.011370471710354657,0.21979550580741125,0
2021-10-08,75307.51961405032,226736.9970368743,226736.9970368743,226736.9970368743,302044.51665092463,0.0035839432922673,0.21699929714385296,0
2021-10-11,75307.51961405032,230578.02353549004,230578.02353549004,230578.02353549004,305885.5431495404,0.012716756262305617,0.20704206805241732,0
2021-10-12,75307.51961405032,229737.59032034874,229737.59032034874,229737.59032034874,305045.1099343991,-0.002747541470864534,0.20922075285509428,0
